index,brand,series,processor,os,ssd,ram,display,price,link,pricing
830,dell,inspiron 3501,intel core i5 11th gen,windows 10,256 gb,4 gb, ,10688258,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-10-3501-thin-light-laptop/p/itmf488f000db513pid=comg36kggjhya4d8&lid=lstcomg36kggjhya4d82thjmo&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_831&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comg36kggjhya4d8.search&ssid=vtcnr65vxzjuhla81653223421343,10000000
831,asus,fx516pm-hn157ts,intel core i5 11th gen,windows 10 home,512 gb,16 gb,15.6,16987822,https://www.flipkart.com/asus-tuf-dash-series-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-fx516pm-hn157ts-gaming-laptop/p/itmd2f63bbbc6156pid=comg36uudz4wqrxk&lid=lstcomg36uudz4wqrxkxylgwm&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_832&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comg36uudz4wqrxk.search&ssid=vtcnr65vxzjuhla81653223421343,16000000
832,dell,inspiron 3501,intel core i3 10th gen,windows 10,256 gb,8 gb,15.6,7729373,https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-3501-thin-light-laptop/p/itm3e9d422a60d15pid=comg3yv5vfvzdhsn&lid=lstcomg3yv5vfvzdhsnswnfqc&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_833&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comg3yv5vfvzdhsn.search&ssid=vtcnr65vxzjuhla81653223421343,7000000
833,dell, ,intel core i3 11th gen,windows 10, ,8 gb,15.6,8590122,https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-3501-thin-light-laptop/p/itmfc388705c324epid=comg2gxqffy8qerf&lid=lstcomg2gxqffy8qerfnw6ksf&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_834&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comg2gxqffy8qerf.search&ssid=vtcnr65vxzjuhla81653223421343,8000000
834,hp, ,intel core i3 11th gen,windows 10 home,256 gb,8 gb,14,8473866,https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-14s-dq2100tu-thin-light-laptop/p/itmc79d66e09344bpid=comg3682gmyd4svx&lid=lstcomg3682gmyd4svxkdetfq&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_835&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comg3682gmyd4svx.search&ssid=vtcnr65vxzjuhla81653223421343,8000000
835,lenovo,yoga 7i,intel core i7 11th gen,windows 10 home,512 gb,16 gb,14,19662082,https://www.flipkart.com/lenovo-intel-evo-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-82bh004hin-laptop/p/itm49c00263f5346pid=comg332ar95j9mjg&lid=lstcomg332ar95j9mjgkv3cza&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_836&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comg332ar95j9mjg.search&ssid=vtcnr65vxzjuhla81653223421343,19000000
836,lenovo, ,intel core i7 11th gen,windows 10 home,1 tb,16 gb,13.3,20996634,https://www.flipkart.com/lenovo-yoga-slim-7-intel-evo-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-carbon-13itl5-thin-light-laptop/p/itm77a08225a2c6cpid=comgfaztmfajsvzw&lid=lstcomgfaztmfajsvzwxmwzuf&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_837&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comgfaztmfajsvzw.search&ssid=vtcnr65vxzjuhla81653223421343,20000000
837,dell,xps 7390,intel core i5 10th gen,windows 10,512 gb,8 gb,13.3,18133197,https://www.flipkart.com/dell-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-d560020win9s-laptop/p/itmeb1e29501d28fpid=comg3yxzgcvzzygs&lid=lstcomg3yxzgcvzzygs1bqpfh&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_838&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comg3yxzgcvzzygs.search&ssid=vtcnr65vxzjuhla81653223421343,18000000
838,dell,inspiron 3501,intel core i3 11th gen,windows 10 home, ,8 gb,15.6,8206612,https://www.flipkart.com/dell-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-home-d560424win9s-laptop/p/itm4ece5b3487da5pid=comg2ytjxmrsxzzn&lid=lstcomg2ytjxmrsxzznay1dyx&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_839&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comg2ytjxmrsxzzn.search&ssid=vtcnr65vxzjuhla81653223421343,8000000
839,msi,gf63 thin 10scxr-1617in / gf63 thin 10sc-610in,intel core i7 10th gen,windows 10 home,256 gb,8 gb,15.6,12883561,https://www.flipkart.com/msi-gf63-thin-core-i7-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-60-hz-10scxr-1617in-10sc-610in-gaming-laptop/p/itm1e259df16e2f5pid=comg2k9zzyfygphz&lid=lstcomg2k9zzyfygphzunhsnk&marketplace=flipkart&store=6bo%2fb5g&srno=b_35_840&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d85d165f-50d8-4986-9b89-ea2b2a09548c.comg2k9zzyfygphz.search&ssid=vtcnr65vxzjuhla81653223421343,12000000
840,hp, ,intel core i3 11th gen,windows 10 home,256 gb,8 gb,14,7253851,https://www.flipkart.com/hp-14s-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-14s-dy2501tu-thin-light-laptop/p/itmdce0f13dd3a4epid=comg2tfsnk3krfpa&lid=lstcomg2tfsnk3krfpafshcec&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_841&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2tfsnk3krfpa.search&ssid=kha9c5fxsbwxgxs01653223545685,7000000
841,acer, , ,windows 10 home,256 gb,16 gb,15.6,18133197,https://www.flipkart.com/acer-nitro-5-ryzen-7-octa-core-5800h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-an515-45-an515-45-r2gl-gaming-laptop/p/itma1ea7a5c6d853pid=comg2hctu4cazwd9&lid=lstcomg2hctu4cazwd9be9adx&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_842&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2hctu4cazwd9.search&ssid=kha9c5fxsbwxgxs01653223545685,18000000
842,asus, ,intel core i7 11th gen,windows 10 home,1 tb,16 gb,14,26150823,https://www.flipkart.com/asus-zenbook-duo-14-2021-touch-panel-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-2-gb-graphics-ux482eg-ka711ts-thin-light-laptop/p/itm5696b437e396apid=comgf8ksfyzremhq&lid=lstcomgf8ksfyzremhqf3mg6b&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_843&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comgf8ksfyzremhq.search&ssid=kha9c5fxsbwxgxs01653223545685,26000000
843,asus, ,intel core i5 10th gen,windows 10 home,1 tb,8 gb,15.6,14887967,https://www.flipkart.com/asus-rog-strix-g15-2020-core-i5-10th-gen-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-ti-g512li-hn118ts-gaming-laptop/p/itmfc57ac2d236c5pid=comg2aftzvwpsrvx&lid=lstcomg2aftzvwpsrvx01mdxw&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_844&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2aftzvwpsrvx.search&ssid=kha9c5fxsbwxgxs01653223545685,14000000
844,dell, ,intel core i3 11th gen,windows 10,512 gb,8 gb, ,12024529,https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-5410-2-1-laptop/p/itm4552b9f8bc21cpid=comg2gxq3he3qzdc&lid=lstcomg2gxq3he3qzdch8ijev&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_845&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2gxq3he3qzdc.search&ssid=kha9c5fxsbwxgxs01653223545685,12000000
845,msi,prestige 14 evo a11m-436in,intel core i5 11th gen,windows 10 home,512 gb,16 gb,14,15365207,https://www.flipkart.com/msi-prestige-14-evo-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-a11m-436in-thin-light-laptop/p/itm178c8a63b3622pid=comgyv93d2akhz7s&lid=lstcomgyv93d2akhz7smmmhte&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_846&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comgyv93d2akhz7s.search&ssid=kha9c5fxsbwxgxs01653223545685,15000000
846,hp, , ,windows 10 home,512 gb,8 gb,15.6,9829227,https://www.flipkart.com/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-15s-eq2040au-thin-light-laptop/p/itmb48cbb4acc5e5pid=comg2hctgzbgjwry&lid=lstcomg2hctgzbgjwryn22wpr&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_847&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2hctgzbgjwry.search&ssid=kha9c5fxsbwxgxs01653223545685,9000000
847,asus, , ,windows 10 home,1 tb,16 gb,13.4,19087676,https://www.flipkart.com/asus-rog-flow-x13-ryzen-7-octa-core-5800hs-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-120-hz-gv301qh-k6463ts-2-1-gaming-laptop/p/itma931643df91fcpid=comg2dbsbxvzbfzg&lid=lstcomg2dbsbxvzbfzgtmooct&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_848&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2dbsbxvzbfzg.search&ssid=kha9c5fxsbwxgxs01653223545685,19000000
848,msi, ,intel core i7 11th gen,windows 10 home,512 gb,8 gb,14,13551696,https://www.flipkart.com/msi-modern-14-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-b11mo-092in-thin-light-laptop/p/itm8da9d04ab9968pid=comgyv93gefvjknu&lid=lstcomgyv93gefvjknu3abn6b&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_849&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comgyv93gefvjknu.search&ssid=kha9c5fxsbwxgxs01653223545685,13000000
849,asus, , ,windows 10 home,1 tb,16 gb,13.4,22905593,https://www.flipkart.com/asus-rog-flow-x13-ryzen-9-octa-core-5900hs-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-60-hz-gv301qh-k5462ts-2-1-gaming-laptop/p/itme619edaa04675pid=comg2dbsfxwxxd7w&lid=lstcomg2dbsfxwxxd7wsgdsgc&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_850&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2dbsfxwxxd7w.search&ssid=kha9c5fxsbwxgxs01653223545685,22000000
850,asus, , ,windows 10 home,1 tb,32 gb,13.4,24814552,https://www.flipkart.com/asus-rog-flow-x13-ryzen-9-octa-core-5900hs-32-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-60-hz-gv301qh-k5062ts-2-1-gaming-laptop/p/itmf97f236e03756pid=comgykz9nbhhg6zt&lid=lstcomgykz9nbhhg6zt8jiziq&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_851&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comgykz9nbhhg6zt.search&ssid=kha9c5fxsbwxgxs01653223545685,24000000
851,lenovo, ,intel core i5 11th gen,windows 10 home,512 gb,8 gb,15.6,12597217,https://www.flipkart.com/lenovo-thinkpad-e15-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-laptop/p/itm0b7cc6a320930pid=comgf42g9rjgjyjh&lid=lstcomgf42g9rjgjyjhmiew2b&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_852&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comgf42g9rjgjyjh.search&ssid=kha9c5fxsbwxgxs01653223545685,12000000
852,dell, ,intel core i5 11th gen,windows 10 home,512 gb,8 gb,15.6,14603341,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-5518-thin-light-laptop/p/itmf1f5b61e830bbpid=comg2gxq9u9mzd4v&lid=lstcomg2gxq9u9mzd4vsjhlij&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_853&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2gxq9u9mzd4v.search&ssid=kha9c5fxsbwxgxs01653223545685,14000000
853,asus, ,intel core i5 11th gen,windows 10 home,512 gb,8 gb,13.3,15269759,https://www.flipkart.com/asus-intel-evo-zenbook-flip-13-oled-touch-panel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-ux363ea-hp502ts-2-1-laptop/p/itmb6d4941a4b443pid=comg2hqgysw3yzqm&lid=lstcomg2hqgysw3yzqmk6rypt&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_854&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2hqgysw3yzqm.search&ssid=kha9c5fxsbwxgxs01653223545685,15000000
854,asus, ,intel core i3 10th gen,windows 10 home, ,4 gb,15.6,6488550,https://www.flipkart.com/asus-vivobook-15-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-x515ja-br381t-thin-light-laptop/p/itm8ebb345c4d71fpid=comfz53stvajwe8k&lid=lstcomfz53stvajwe8kqwd5v1&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_855&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comfz53stvajwe8k.search&ssid=kha9c5fxsbwxgxs01653223545685,6000000
855,asus, ,intel core i5 10th gen,windows 10 home,512 gb,8 gb, ,11451842,https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn258t-laptop/p/itm834e03127f443pid=comgfvwmdzpgk4wr&lid=lstcomgfvwmdzpgk4wrdqsq9z&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_856&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comgfvwmdzpgk4wr.search&ssid=kha9c5fxsbwxgxs01653223545685,11000000
856,asus, ,intel core i5 9th gen,windows 10 home,512 gb,8 gb,15.6,10497363,https://www.flipkart.com/asus-vivobook-gaming-core-i5-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-f571gt-bn913ts-laptop/p/itm8dba8769b86c8pid=comg26w4wky8guar&lid=lstcomg26w4wky8guarcmasbh&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_857&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg26w4wky8guar.search&ssid=kha9c5fxsbwxgxs01653223545685,10000000
857,asus, ,intel core i5 11th gen,windows 10 home,512 gb,16 gb,15.6,16701478,https://www.flipkart.com/asus-tuf-dash-f15-2021-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-fx516pm-hn156ts-gaming-laptop/p/itme71f506573428pid=comgfvwmzzdfksht&lid=lstcomgfvwmzzdfkshtv0npzo&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_858&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comgfvwmzzdfksht.search&ssid=kha9c5fxsbwxgxs01653223545685,16000000
858,msi,gp65 leopard 10sek-830in,intel core i7 10th gen,windows 10 home,256 gb,16 gb,15.6,25291791,https://www.flipkart.com/msi-gp65-leopard-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-2060-144-hz-10sek-830in-gaming-laptop/p/itm34d2dc3928e2bpid=comgfyz3ayjazanf&lid=lstcomgfyz3ayjazanfhxcw0v&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_859&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comgfyz3ayjazanf.search&ssid=kha9c5fxsbwxgxs01653223545685,25000000
859,asus, , ,windows 10 home,256 gb,4 gb,15.6,6297654,https://www.flipkart.com/asus-vivobook-15-ryzen-3-dual-core-4-gb-256-gb-ssd-windows-10-home-m515da-bq312ts-thin-light-laptop/p/itmf27eace19ae11pid=comg2dbsmfdzte9f&lid=lstcomg2dbsmfdzte9fndkxik&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_860&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2dbsmfdzte9f.search&ssid=kha9c5fxsbwxgxs01653223545685,6000000
860,hp, ,intel core i5 11th gen,windows 10 home,512 gb,8 gb,14,11167025,https://www.flipkart.com/hp-14s-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-14s-dr2016tu-thin-light-laptop/p/itmd3a25180a8ab4pid=comg26rvgamppugs&lid=lstcomg26rvgamppugsbrhnu9&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_861&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg26rvgamppugs.search&ssid=kha9c5fxsbwxgxs01653223545685,11000000
861,acer, ,intel core i5 11th gen,windows 10 home,512 gb,8 gb,15.6,10497363,https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-a515-56-5695-thin-light-laptop/p/itm76414edfdb40fpid=comg2bks4nb69mwp&lid=lstcomg2bks4nb69mwpyn7482&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_862&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg2bks4nb69mwp.search&ssid=kha9c5fxsbwxgxs01653223545685,10000000
862,dell,inspiron 3505, ,windows 10, ,8 gb,15.6,7633925,https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-windows-10-3505-notebook/p/itm6db53ec102daapid=comg24pg7effbsev&lid=lstcomg24pg7effbsevjv0i4v&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_863&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comg24pg7effbsev.search&ssid=kha9c5fxsbwxgxs01653223545685,7000000
863,acer, , ,windows 10 home,256 gb,8 gb,15.6,11642738,https://www.flipkart.com/acer-nitro-5-ryzen-hexa-core-4600h-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-an515-44-an515-44-r9qa-an515-44-r8vs-gaming-laptop/p/itmc1273c0dab274pid=comfur8x6rgzgycj&lid=lstcomfur8x6rgzgycjfvoqxd&marketplace=flipkart&store=6bo%2fb5g&srno=b_36_864&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=c8902f74-00b7-40a4-9392-1948826d91a4.comfur8x6rgzgycj.search&ssid=kha9c5fxsbwxgxs01653223545685,11000000
864,dell, ,intel core i3 11th gen,windows 10, ,8 gb,14,7824821,https://www.flipkart.com/dell-vostro-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-3400-vostro-3401-thin-light-laptop/p/itm40ba6fee8f22cpid=comgfzxgyzsfcfqd&lid=lstcomgfzxgyzsfcfqd7thspp&marketplace=flipkart&store=6bo%2fb5g&srno=b_37_865&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.comgfzxgyzsfcfqd.search&ssid=b72sgenft8t45u681653223676419,7000000
865,hp, , ,windows 10 home,512 gb,8 gb, ,9907494,https://www.flipkart.com/hp-14s-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-14s-fq1030au-thin-light-laptop/p/itm7ba3407b2b68cpid=comg24pxdnbhzchg&lid=lstcomg24pxdnbhzchgabuo49&marketplace=flipkart&store=6bo%2fb5g&srno=b_37_866&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.comg24pxdnbhzchg.search&ssid=b72sgenft8t45u681653223676419,9000000
866,dell, ,intel core i5 11th gen,windows 10,512 gb,8 gb,14,10630990,https://www.flipkart.com/dell-vostro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-2-graphics-3400-thin-light-laptop/p/itm54e4de03ebeffpid=comgfzxgnfve9c26&lid=lstcomgfzxgnfve9c26k6c8ye&marketplace=flipkart&store=6bo%2fb5g&srno=b_37_867&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.comgfzxgnfve9c26.search&ssid=b72sgenft8t45u681653223676419,10000000
867,hp, ,intel core i5 11th gen,windows 10 home,512 gb,8 gb,15.6,11642738,https://www.flipkart.com/hp-15s-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-15s-dr3500tx-thin-light-laptop/p/itm830e9e8fa0910pid=comg22n6drgwyyq4&lid=lstcomg22n6drgwyyq4ykjljl&marketplace=flipkart&store=6bo%2fb5g&srno=b_37_868&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.comg22n6drgwyyq4.search&ssid=b72sgenft8t45u681653223676419,11000000
868,acer,a515-45-r9px, ,windows 10 home,512 gb,8 gb,15.6,11070050,https://www.flipkart.com/acer-aspire-5-ryzen-7-octa-core-5700u-8-gb-512-gb-ssd-windows-10-home-a515-45-r9px-thin-light-laptop/p/itmc0a8a0b5224ccpid=comgfq4afesgxsj3&lid=lstcomgfq4afesgxsj32jvkiv&marketplace=flipkart&store=6bo%2fb5g&srno=b_37_869&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.comgfq4afesgxsj3.search&ssid=b72sgenft8t45u681653223676419,11000000
869,acer, , ,windows 10 home,512 gb,8 gb,15.6,9542883,https://www.flipkart.com/acer-aspire-5-ryzen-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-a515-45-r0hb-thin-light-laptop/p/itmfbe565258f74epid=comgfq4ay3pexjna&lid=lstcomgfq4ay3pexjnadqldyo&marketplace=flipkart&store=6bo%2fb5g&srno=b_37_870&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.comgfq4ay3pexjna.search&ssid=b72sgenft8t45u681653223676419,9000000
